Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
G59 Mononeuropathy in diseases classified elsewhere,131080,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,233,394608,0.0867323337781812,-0.574676424238747,,,icd_first_occurrence-131080-both_sexes--
Mean MO in posterior limb of internal capsule on FA skeleton (left),25171,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0868310103504135,0.0676710205685095,,,continuous-25171-both_sexes--irnt
K51.8 Other specified diagnostic transluminal operations on coronary artery,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,497,394344,0.0869484624357354,-0.392502969609124,,,categorical-41210-both_sexes-K518-
Aspirin 75mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2300,392483,0.0870976902732237,-0.18087576686845,,,categorical-20003-both_sexes-1140861806-
Y16.2 Anastomosis of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,364,394477,0.0871482151710357,0.453768015120161,,,categorical-41210-both_sexes-Y162-
Colofac-100 tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,496,394287,0.0871514157484957,-0.392531968442056,,,categorical-20003-both_sexes-1141167334-
Vitamin D,30890,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,360290,,0.0872409662415315,0.0139471602304353,,,continuous-30890-both_sexes--irnt
F60 Specific personality disorders,130932,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,520,394321,0.0873468169678516,-0.380474800045004,,,icd_first_occurrence-130932-both_sexes--
K76 Other diseases of liver,131670,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,6864,387977,0.0877284780886729,-0.104628175018236,,,icd_first_occurrence-131670-both_sexes--
Q03.3 Cone biopsy of cervix uteri NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,292,213321,0.0879631382660707,0.512622685995103,,,categorical-41200-both_sexes-Q033-
W83.3 Endoscopic shaving of articular cartilage,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,967,393874,0.0880843782076543,-0.278336712546084,,,categorical-41200-both_sexes-W833-
Z90.6 Great toe NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,957,393884,0.0881846066518974,-0.279496253119272,,,categorical-41210-both_sexes-Z906-
K20 Oesophagitis,131582,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,11693,383148,0.0884652102450236,-0.0801241816920702,,,icd_first_occurrence-131582-both_sexes--
W24.3 Closed reduction of fracture of long bone and flexible internal fixation HFQ,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,549,394292,0.0887161713166962,-0.368032685410416,,,categorical-41200-both_sexes-W243-
W08.3 Excision of excrescence of bone,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,459,394382,0.0898343383383124,-0.40263798456796,,,categorical-41210-both_sexes-W083-
Bladder cancer,20001,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,938,393845,0.0900463645599837,0.279904659182609,,,categorical-20001-both_sexes-1035-
Selenium ace tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,525,394258,0.0900691946615289,-0.377967539512399,,,categorical-20003-both_sexes-1140911682-
N81 Female genital prolapse,132124,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,14453,199160,0.0909661151652412,0.072405018665826,,,icd_first_occurrence-132124-both_sexes--
C32 Malignant neoplasm of larynx,C32,icd10,,Chapter II Neoplasms | C30-C39 Malignant neoplasms of respiratory and intrathoracic organs | C32 Malignant neoplasm of larynx,,229,394612,0.0911127590055402,-0.570924580835007,,,icd10-C32-both_sexes--
E85.1 Invasive ventilation,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,601,394240,0.0911784525138001,-0.35457512038217,,,categorical-41200-both_sexes-E851-
Olmetec 10mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,228,394555,0.0912958393227982,-0.571924680526908,,,categorical-20003-both_sexes-1141193346-
M00 Pyogenic arthritis,131840,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,546,394295,0.0916258649005717,-0.364826309902406,,,icd_first_occurrence-131840-both_sexes--
Z28.3 Ascending colon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6952,387889,0.0916856892316913,0.102931296736181,,,categorical-41210-both_sexes-Z283-
Mean MO in tapetum on FA skeleton (left),25199,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0919671088763643,0.0614769604889987,,,continuous-25199-both_sexes--irnt
Q55.2 Examination of female genital tract under anaesthetic NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,273,213340,0.0919816974471646,0.525680544768491,,,categorical-41200-both_sexes-Q552-
H54.1 Anorectal stretch,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,248,394593,0.092088042306609,0.543770024231481,,,categorical-41200-both_sexes-H541-
B31.3 Mastopexy,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,224,213389,0.0922668455724004,-0.569133013058706,,,categorical-41210-both_sexes-B313-
Volume of grey matter in Crus I Cerebellum (left),25900,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.0927509081831435,-0.0593443515080857,,,continuous-25900-both_sexes--irnt
C90 Multiple myeloma and malignant plasma cell neoplasms,C90,icd10,,"Chapter II Neoplasms | C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue | C90 Multiple myeloma and malignant plasma cell neoplasms",,545,394296,0.0927618601707886,-0.363736586641642,,,icd10-C90-both_sexes--
U05.1 Computed tomography of head,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,9462,385379,0.0928149343270819,-0.0883816977111453,,,categorical-41200-both_sexes-U051-
Y40.3 Balloon dilation of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,257,394584,0.0928370554667068,-0.529630592165108,,,categorical-41210-both_sexes-Y403-
Vitamin D,100021,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,56050,,0.0929652809471177,0.0350248135845368,,,continuous-100021-both_sexes--irnt
U05.4 Computed tomography of spine,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,257,394584,0.0935689700283583,-0.527366721420581,,,categorical-41200-both_sexes-U054-
acetoacetate,acetoacetate,continuous,,Biological samples > Assay results > Blood assays > Biological samples > NMR metabolomics,,94995,,0.0945985105835462,-0.0273296308630541,,,continuous-acetoacetate-both_sexes--custom
E86 Volume depletion,130826,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,3896,390945,0.0946547392080258,-0.137119000059827,,,icd_first_occurrence-130826-both_sexes--
E63.2 Endobronchial ultrasound examination of mediastinum,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,330,394511,0.0946945468843067,-0.466722201213145,,,categorical-41200-both_sexes-E632-
Weighted-mean OD in tract cingulate gyrus part of cingulum (right),25682,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16495,,0.0956231718230974,0.0665643154220286,,,continuous-25682-both_sexes--irnt
K57.2 Percutaneous transluminal ablation of conducting system of heart NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,608,394233,0.0956389069387605,0.342629065632341,,,categorical-41200-both_sexes-K572-
Mean OD in external capsule on FA skeleton (right),25424,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.09577670705712,0.0661545215148936,,,continuous-25424-both_sexes--irnt
Mean ICVF in corticospinal tract on FA skeleton (right),25350,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.0958607800485625,-0.0644600788719718,,,continuous-25350-both_sexes--irnt
Adcal 600mg chewable tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1143,393640,0.096022301610268,0.251051341101121,,,categorical-20003-both_sexes-1141171948-
L74.2 Creation of arteriovenous fistula NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,266,394575,0.0961075469999898,-0.525150709114987,,,categorical-41200-both_sexes-L742-
K42 Umbilical hernia,131616,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,5674,389167,0.0964323667249116,-0.110549065476283,,,icd_first_occurrence-131616-both_sexes--
Y08.2 Laser excision of lesion of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,265,394576,0.0966782251364129,-0.525806722811725,,,categorical-41210-both_sexes-Y082-
S41.1 Primary suture of skin of head or neck NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,423,394418,0.0969498410870907,-0.41173425677214,,,categorical-41200-both_sexes-S411-
Adizem-xl plus m/r capsule,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,289,394494,0.0970612550659585,-0.495009442673623,,,categorical-20003-both_sexes-1140926780-
N44 Torsion of testis,132080,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,189,181039,0.0972551244926188,-0.614302183406257,,,icd_first_occurrence-132080-both_sexes--
Volume of grey matter in Precentral Gyrus (right),25795,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.0975355845439755,-0.0569433475995637,,,continuous-25795-both_sexes--irnt
M47.3 Removal of urethral catheter from bladder,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1659,393182,0.0977428759148632,-0.206401887361348,,,categorical-41210-both_sexes-M473-
Recent feelings of depression,20510,continuous,,Online follow-up > Mental health > Depression,,127860,,0.0981961560834804,0.0131409347424364,,,continuous-20510-both_sexes--
Spine or back surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4801,389982,0.0989787230201871,0.120953366338834,,,categorical-20004-both_sexes-1320-
Endoscopy / gastroscopy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,7933,386850,0.0990437801415705,-0.0986609498929051,,,categorical-20004-both_sexes-1517-
Polycystic kidney,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,268,394515,0.099556981168945,0.509863196391685,,,categorical-20002-both_sexes-1427-
Position of pulse wave notch,4199,continuous,,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,,129986,,0.0996232897964521,-0.0226187902507196,,,continuous-4199-both_sexes--irnt
Z49.5 Skin of buttock,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,791,394050,0.0996391268673308,0.298874843042436,,,categorical-41210-both_sexes-Z495-
Co-enzyme q10/ubiquinone/bio-quinone/coenzyme q10,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1337,393446,0.0996751510937346,0.229043849103293,,,categorical-20003-both_sexes-1189-
hand grip strength male custom,hand_grip_strength_male_custom,continuous,,,,180496,,0.0997106263046861,0.0183805436150745,,,continuous-hand_grip_strength_male_custom-males--custom
A61.1 Excision of lesion of peripheral nerve,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,190,394651,0.0997550367463397,0.605190187916581,,,categorical-41210-both_sexes-A611-
F09 Unspecified organic or symptomatic mental disorder,130852,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,389,394452,0.100244420039861,-0.422244973520159,,,icd_first_occurrence-130852-both_sexes--
sitting height male custom,sitting_height_male_custom,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,180770,,0.100325957587875,0.0212642244051145,,,continuous-sitting_height_male_custom-males--custom
J43.9 Unspecified diagnostic endoscopic retrograde examination of bile duct and pancreatic duct,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1006,393835,0.100729676124643,-0.266499924236727,,,categorical-41200-both_sexes-J439-
X55.8 Other specified other operations on unspecified organ,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,708,394133,0.101219116454881,-0.332840097766405,,,categorical-41210-both_sexes-X558-
X83.3 Fibrinolytic drugs Band 1,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,299,394542,0.101324029964229,-0.489161219248228,,,categorical-41200-both_sexes-X833-
B08.4 Lobectomy of thyroid gland NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,770,394071,0.101414702469898,0.30132747766751,,,categorical-41200-both_sexes-B084-
Removal of rodent ulcer / basal cell carcinoma (bcc),20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,964,393819,0.101918946881344,-0.264537902218577,,,categorical-20004-both_sexes-1596-
