nodes,in_gwas_catalog,alc_val,ALC_TRAIT,SMOK_TRAIT,SUD_TRAIT,NEUROPSYCH_TRAIT,HGNC Symbol,Approved name,family,GeneSet,adjP,N_Geneset,Heart_Atrial_Appendage,Heart_Left_Ventricle,Skin_Not_Sun_Exposed_Suprapubic,Skin_Sun_Exposed_Lower_leg,Colon_Transverse,Esophagus_Mucosa,Liver,Minor_Salivary_Gland,Pancreas,Small_Intestine_Terminal_Ileum,Stomach,Brain_Amygdala,Brain_Anterior_cingulate_cortex_BA24,Brain_Caudate_basal_ganglia,Brain_Cerebellar_Hemisphere,Brain_Cerebellum,Brain_Cortex,Brain_Frontal_Cortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleus_accumbens_basal_ganglia,Brain_Putamen_basal_ganglia,Brain_Spinal_cord_cervical_c-1,Brain_Substantia_nigra,Adrenal_Gland,Cells_Cultured_fibroblasts,Muscle_Skeletal,Whole_Blood,Bladder,Kidney_Cortex,genebass_phewas
NFAT5,TRUE,TRUE,{'alcohol consumption measurement: drinks per week (PMID: 36477530)'},"{'smoking status measurement: smoking initiation (ever regular vs never regular) (PMID: 30643251)', 'cigarettes per day measurement: smoking behaviour (cigarettes smoked per day) (PMID: 30643251)', 'smoking initiation: age of smoking initiation (mtag) (PMID: 30643251)', 'smoking behaviour measurement: lifetime smoking index (PMID: 31689377)', 'smoking initiation: smoking initiation (PMID: 36477530)', 'smoking cessation: smoking cessation (PMID: 36477530)', 'smoking status measurement: smoking initiation (ever regular vs never regular) (mtag) (PMID: 30643251)', 'cigarettes per day measurement: cigarettes smoked per day (mtag) (PMID: 30643251)', 'cigarettes per day measurement: cigarettes smoked per day (mtag) (PMID: 36376304)', 'smoking cessation: smoking cessation (mtag) (PMID: 30643251)', 'smoking initiation: smoking initiation (mtag) (PMID: 37156939)', 'smoking status measurement: lifetime smoking (PMID: 34855049)', 'smoking status measurement: smoking status (current vs never) (PMID: 33082346)', 'smoking initiation: smoking initiation (ever regular vs never regular) (PMID: 30679032)', 'cigarettes per day measurement: cigarettes smoked per day (PMID: 36477530)', 'smoking status measurement: smoking status (standard gwa) (PMID: 37106081)'}",,"{'attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement: externalizing behaviour (multivariate analysis) (PMID: 34446935)', 'alzheimer disease, polygenic risk score: alzheimer’s disease polygenic risk score (upper quantile vs lower quantile) (PMID: 35589863)', 'self reported educational attainment: noncognitive aspects of educational attainment (PMID: 33414549)', 'risk-taking behaviour: self-reported risk-taking behaviour (PMID: 30181555)'}",NFAT5,nuclear factor of activated T cells 5,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Skin_Sun_Exposed_Lower_leg', 'Liver', 'Pancreas', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Cells_Cultured_fibroblasts', 'Muscle_Skeletal', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 0.007854812, 2.02e-14, 3.45e-08, 6.3e-06, 0.00480754, 0.000927226, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 0.008067638, 1.48e-05, 0.014497681, 1.51e-05, 0.000130212, 2.19e-13]",20,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"['operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'body mass index (bmi)', 'body mass index (bmi)', 'arm fat mass (left)', 'age when periods started (menarche)', 'urea', 'creatinine', 'cystatin c', 'urate', 'waist circumference', 'hip circumference', 'body mass index (bmi)', 'hip circumference', 'waist circumference', 'weight adjusted for height', '', 'diastolic brachial blood pressure during pwa', 'diastolic brachial blood pressure', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'body mass index (bmi)', 'body mass index (bmi)', 'arm fat mass (left)', 'age when periods started (menarche)', 'urea', 'creatinine', 'cystatin c', 'urate', 'waist circumference', 'hip circumference', 'body mass index (bmi)', 'hip circumference', 'waist circumference', 'weight adjusted for height', 'operation code', 'operative procedures - secondary opcs4', 'date b18 first reported (chronic viral hepatitis)', 'date m76 first reported (enthesopathies of lower limb, excluding foot)']"
NKX6-2,TRUE,FALSE,,,,{'memory performance: spatial memory (PMID: 31596458)'},,,,"['Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra']","[6.3e-06, 0.00480754, 0.000927226, 0.009738567, 5.23e-05, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 0.008067638, 1.48e-05]",13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"['treatment/medication code', 'treatment/medication code', 'treatment/medication code', 'treatment/medication code', 'treatment/medication code', 'treatment/medication code', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'date a07 first reported (other protozoal intestinal diseases)', 'date e55 first reported (vitamin d deficiency)', 'date e79 first reported (disorders of purine and pyrimidine metabolism)', 'date f11 first reported (mental and behavioural disorders due to use of opioids)', 'date k13 first reported (other diseases of lip and oral mucosa)', 'treatment/medication code', 'operative procedures - main opcs4', 'frequency of inability to cease drinking in last year', 'date m46 first reported (other inflammatory spondylopathies)', 'treatment/medication code', 'treatment/medication code', 'treatment/medication code', 'treatment/medication code', 'treatment/medication code', 'treatment/medication code', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'date a07 first reported (other protozoal intestinal diseases)', 'date e55 first reported (vitamin d deficiency)', 'date e79 first reported (disorders of purine and pyrimidine metabolism)', 'date f11 first reported (mental and behavioural disorders due to use of opioids)', 'date k13 first reported (other diseases of lip and oral mucosa)', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'date d64 first reported (other anaemias)']"
NLGN2,TRUE,FALSE,,{'smoking cessation: smoking cessation (PMID: 36477530)'},,,,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Esophagus_Mucosa', 'Liver', 'Pancreas', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Muscle_Skeletal', 'Bladder', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 0.01517091, 2.02e-14, 3.45e-08, 0.009738567, 5.23e-05, 0.018007353, 0.014299599, 1.51e-05, 0.019506718, 2.19e-13]",12,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"['operative procedures - main opcs4', 'shbg', 'operative procedures - main opcs4', 'shbg', 'treatment/medication code', 'shbg']"
NRROS,TRUE,FALSE,,,,,,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Esophagus_Mucosa', 'Liver', 'Stomach', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Adrenal_Gland', 'Cells_Cultured_fibroblasts', 'Muscle_Skeletal', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 0.000559154, 0.007854812, 0.01517091, 2.02e-14, 0.000264488, 6.3e-06, 0.00480754, 0.000927226, 0.009738567, 5.23e-05, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 0.008067638, 1.48e-05, 0.007778759, 0.014497681, 1.51e-05, 0.000130212, 2.19e-13]",25,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"['operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4']"
OTUD6B,TRUE,FALSE,,,,,,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Liver', 'Pancreas', 'Brain_Cortex', 'Brain_Putamen_basal_ganglia', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 2.02e-14, 3.45e-08, 0.018007353, 7.29e-09, 0.000130212, 2.19e-13]",8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"['operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'eye problems/disorders', 'mean fa in cerebral peduncle on fa skeleton (left)', 'mean l2 in cerebral peduncle on fa skeleton (left)', 'date g83 first reported (other paralytic syndromes)', 'date h50 first reported (other strabismus)']"
PANK2,TRUE,FALSE,,,,,PANK2,pantothenate kinase 2,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Liver', 'Pancreas', 'Brain_Amygdala', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Hippocampus', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Cells_Cultured_fibroblasts', 'Muscle_Skeletal', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 2.02e-14, 3.45e-08, 6.3e-06, 0.000927226, 0.009738567, 5.23e-05, 0.000201512, 7.29e-09, 0.008067638, 1.48e-05, 0.014497681, 1.51e-05, 2.19e-13]",15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"['non-cancer illness code, self-reported', 'operative procedures - main opcs4', 'date i15 first reported (secondary hypertension)', 'date q61 first reported (cystic kidney disease)']"
PCMTD1,TRUE,FALSE,,"{'smoking initiation: smoking initiation (PMID: 36477530)', 'smoking status measurement: smoking status (PMID: 30595370)'}",,"{'obsessive-compulsive disorder, attention deficit hyperactivity disorder, tourette syndrome, unipolar depression, bipolar disorder, autism spectrum disorder, schizophrenia, anorexia nervosa: anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or tourette syndrome (pleiotropy) (PMID: 31835028)', 'unipolar depression: major depressive disorder (PMID: 27479909)', 'tonsillectomy risk measurement: tonsillectomy (PMID: 28928442)'}",PCMTD1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Liver', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 2.02e-14, 6.3e-06, 0.00480754, 0.000927226, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 0.008067638, 1.48e-05, 0.000130212, 2.19e-13]",16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"['operation code', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'date g11 first reported (hereditary ataxia)', 'date g82 first reported (paraplegia and tetraplegia)', 'date n28 first reported (other disorders of kidney and ureter, not elsewhere classified)', 'operation code', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'date g11 first reported (hereditary ataxia)', 'date g82 first reported (paraplegia and tetraplegia)', 'mean mo in anterior limb of internal capsule on fa skeleton (left)', 'volume of grey matter in parietal operculum cortex (left)']"
PDE4DIP,TRUE,FALSE,,,,,,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Colon_Transverse', 'Esophagus_Mucosa', 'Liver', 'Minor_Salivary_Gland', 'Pancreas', 'Stomach', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Putamen_basal_ganglia', 'Adrenal_Gland', 'Cells_Cultured_fibroblasts', 'Muscle_Skeletal', 'Bladder', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 0.000559154, 0.007854812, 0.010612249, 0.01517091, 2.02e-14, 0.008161939, 3.45e-08, 0.000264488, 0.009738567, 5.23e-05, 7.29e-09, 0.007778759, 0.014497681, 1.51e-05, 0.019506718, 2.19e-13]",18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"['date h53 first reported (visual disturbances)', 'treatment/medication code', 'mean fa in splenium of corpus callosum on fa skeleton', 'mean l3 in inferior cerebellar peduncle on fa skeleton (right)', 'mean icvf in retrolenticular part of internal capsule on fa skeleton (left)']"
PGBD1,TRUE,FALSE,,,,"{'unipolar depression: major depressive disorder (PMID: 34045744)', 'autism spectrum disorder, schizophrenia: autism spectrum disorder or schizophrenia (PMID: 28540026)', 'schizophrenia: schizophrenia (mtag) (PMID: 33479212)', 'major depressive disorder: major depressive disorder (PMID: 34634379)', 'anxiety, stress-related disorder, major depressive disorder: major depressive disorder or stress-related disorder (PMID: 34634379)', 'schizophrenia: schizophrenia (mtag) (PMID: 34159505)', ""alzheimer disease, gastroesophageal reflux disease: alzheimer's disease or gastroesophageal reflux disease (PMID: 35851147)"", 'asthma, unipolar depression: asthma and major depressive disorder (PMID: 31619474)'}",,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Esophagus_Mucosa', 'Liver', 'Pancreas', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Putamen_basal_ganglia', 'Muscle_Skeletal']","[9.75e-06, 1.71e-06, 0.000559154, 0.007854812, 0.01517091, 2.02e-14, 3.45e-08, 0.009738567, 5.23e-05, 7.29e-09, 1.51e-05]",11,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"['operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', '', 'platelet count']"
PHLPP2,TRUE,TRUE,{'alcohol consumption measurement: drinks per week (PMID: 36477530)'},,,,,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Colon_Transverse', 'Esophagus_Mucosa', 'Liver', 'Minor_Salivary_Gland', 'Pancreas', 'Small_Intestine_Terminal_Ileum', 'Stomach', 'Brain_Amygdala', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Cells_Cultured_fibroblasts', 'Muscle_Skeletal', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 0.000559154, 0.007854812, 0.010612249, 0.01517091, 2.02e-14, 0.008161939, 3.45e-08, 0.000166514, 0.000264488, 6.3e-06, 0.009738567, 5.23e-05, 7.29e-09, 0.008067638, 1.48e-05, 0.014497681, 1.51e-05, 2.19e-13]",20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"['operation code', 'whole body fat free mass adjusted for body mass index (wbffmadjbmi)', 'date g56 first reported (mononeuropathies of upper limb)', 'date h53 first reported (visual disturbances)', 'treatment/medication code', 'heel bone mineral density (bmd) t-score, automated']"
PKLR,TRUE,FALSE,,,,{'unipolar depression: major depressive disorder (PMID: 29317602)'},PKLR,pyruvate kinase L/R,,"['Skin_Not_Sun_Exposed_Suprapubic', 'Liver', 'Small_Intestine_Terminal_Ileum', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Kidney_Cortex']","[0.000559154, 2.02e-14, 0.000166514, 0.009738567, 5.23e-05, 2.19e-13]",6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"['hospitalized vs non-hospitalized (controls include untested; old definition using ""origin"" field)', 'red blood cell (erythrocyte) count', 'haemoglobin concentration', 'haematocrit percentage', 'red blood cell (erythrocyte) distribution width', 'reticulocyte percentage', 'reticulocyte count', 'immature reticulocyte fraction', 'high light scatter reticulocyte percentage', 'high light scatter reticulocyte count', 'urea', 'whole body fat free mass adjusted for body mass index (wbffmadjbmi) female', 'pyruvate', 'ratio of circulating lactate to circulating pyruvate', 'operative procedures - secondary opcs4', 'red blood cell (erythrocyte) count', 'haemoglobin concentration', 'haematocrit percentage', '', '', 'hospitalized vs non-hospitalized (controls include untested; old definition using ""origin"" field)', 'sitting height', 'red blood cell (erythrocyte) count', 'haemoglobin concentration', 'haematocrit percentage', 'red blood cell (erythrocyte) distribution width', 'reticulocyte percentage', 'reticulocyte count', 'immature reticulocyte fraction', 'high light scatter reticulocyte percentage', 'high light scatter reticulocyte count', 'urea', 'whole body fat free mass adjusted for body mass index (wbffmadjbmi) female', 'pyruvate', 'ratio of circulating lactate to circulating pyruvate', 'sitting height', 'mean l2 in cingulum cingulate gyrus on fa skeleton (left)', 'standing height', 'appendicular fat free mass index male', 'fat free mass index male', 'standing height']"
PM20D1,TRUE,FALSE,,,,"{'neuroticism measurement, cognitive function measurement: personality traits or cognitive traits (multivariate analysis) (PMID: 37365406)', ""parkinson disease: parkinson's disease (PMID: 19915576)""}",,,,"['Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Pancreas', 'Stomach']","[0.000559154, 0.007854812, 3.45e-08, 0.000264488]",4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"['treatment/medication code', 'treatment/medication code', 'date l80 first reported (vitiligo)', 'treatment/medication code', 'date i88 first reported (nonspecific lymphadenitis)', 'non-cancer illness code, self-reported', 'treatment/medication code']"
PPP1R9A,TRUE,FALSE,,,,,,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Minor_Salivary_Gland', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Frontal_Cortex_BA9', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Adrenal_Gland', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 0.008161939, 0.000927226, 0.009738567, 5.23e-05, 0.014299599, 0.008042111, 7.29e-09, 0.007778759, 2.19e-13]",11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"['operation code', 'recent lack of interest or pleasure in doing things', 'seating box height', 'seated height', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'fat free mass index adjusted for body mass index (ffmiadjbmi) male', 'date m34 first reported (systemic sclerosis)']"
PRKAB2,TRUE,FALSE,,,,,,,,"['Heart_Left_Ventricle', 'Esophagus_Mucosa', 'Minor_Salivary_Gland', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Substantia_nigra', 'Muscle_Skeletal', 'Whole_Blood', 'Bladder', 'Kidney_Cortex']","[1.71e-06, 0.01517091, 0.008161939, 6.3e-06, 0.00480754, 0.000927226, 0.009738567, 5.23e-05, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 1.48e-05, 1.51e-05, 0.000130212, 0.019506718, 2.19e-13]",19,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"['operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4']"
PRKAR2A,TRUE,TRUE,{'alcohol consumption measurement: drinks per week (PMID: 36477530)'},,,"{'depressive symptom measurement: depressive symptom (depressed mood) (binary trait) (PMID: 31530331)', 'depressive symptom measurement: depressive symptom (depressed mood) (ordinal trait) (PMID: 31530331)', 'intelligence: general cognitive ability (PMID: 29844566)'}",,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Liver', 'Pancreas', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellum', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Cells_Cultured_fibroblasts', 'Muscle_Skeletal', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 2.02e-14, 3.45e-08, 6.3e-06, 0.00480754, 0.000927226, 5.23e-05, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 0.008067638, 1.48e-05, 0.014497681, 1.51e-05, 0.000130212, 2.19e-13]",20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"['date g71 first reported (primary disorders of muscles)', 'date l80 first reported (vitiligo)', 'frequency of inability to cease drinking in last year', 'date g71 first reported (primary disorders of muscles)', 'date l80 first reported (vitiligo)', 'cystatin c', 'heel bone mineral density (bmd) t-score, automated (left)', 'heel bone mineral density (bmd) (right)', 'heel bone mineral density (bmd) t-score, automated (right)', 'heel bone mineral density adjusted for body mass index (bmdadjbmi)', 'heel bone mineral density adjusted for height and weight (bmdadjhtwt)', 'heel bone mineral density', 'standing height male']"
